xc_id,scientific_name,common_name_id,common_name_en,country,location,quality,sound_type,recordist,date,duration,xc_url,license_type,license_url,file_available,selection_status,selection_reason
XC1015910,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Liaohe Park, Siping, Jilin",B,"alarm call, contact call",Dave Guo,2025-06-08,0:49,https://xeno-canto.org/1015910,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC1011594,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,Beijing,B,mating,Cao Dingding,2025-05-26,1:08,https://xeno-canto.org/1011594,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC1008080,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Thailand,"Teochew Cemetery Park (near  Bangkok), Sathon, Krung Thep Maha Nakhon",B,call,David Darrell-Lambert,2025-06-21,0:06,https://xeno-canto.org/1008080,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC1005745,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Netishyn, Shepetivka district, Khmelnytskyy region",B,call,Taras Vykhovanets,2023-04-22,0:10,https://xeno-canto.org/1005745,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC1005743,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Netishyn, Shepetivka district, Khmelnytskyy region",B,song,Taras Vykhovanets,2023-04-22,0:28,https://xeno-canto.org/1005743,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC1003641,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Norway,Straumsbukta SNI,B,"call, song",Stein Ø. Nilsen,2025-05-29,1:24,https://xeno-canto.org/1003641,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC1003631,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"Bianchi, Provincia di Cosenza, Calabria",B,call,Francesco Sottile,2025-06-01,0:23,https://xeno-canto.org/1003631,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC1003612,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Norway,Straumsbukta SNI,B,"call, song",Stein Ø. Nilsen,2025-05-09,2:03,https://xeno-canto.org/1003612,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC1000583,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Arrondissement of Palaiseau (near  Les Molières), Essonne, Île-de-France",B,flight call,Bertrand Dallet,2013-09-01,0:09,https://xeno-canto.org/1000583,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC1000581,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Arrondissement de Rambouillet (near  Bonnelles), Yvelines, Île-de-France",B,call,Bertrand Dallet,2013-08-09,1:25,https://xeno-canto.org/1000581,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC998397,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Arrondissement d'Arles (near  Arles), Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",B,call,Sven Normant,2025-05-10,0:14,https://xeno-canto.org/998397,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC996379,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Norway,Straumsbukta SNI,B,song,Stein Ø. Nilsen,2025-05-09,2:40,https://xeno-canto.org/996379,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC996377,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Norway,Straumsbukta SNI,B,song,Stein Ø. Nilsen,2025-05-09,2:03,https://xeno-canto.org/996377,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC992162,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"Villa Mattoni, TE",B,song,Dimitri,2025-04-27,1:00,https://xeno-canto.org/992162,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC991931,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Taiwan,"Fengli Elementary School, Shoufeng Township, Hualien County",B,uncertain,Sheng-wun Jheng,2025-04-15,0:21,https://xeno-canto.org/991931,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC984989,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Armenia,"Norashen Reserve, Gegharkunik Province",B,"call, flight call",Oscar Campbell,2024-10-14,0:24,https://xeno-canto.org/984989,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC981010,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Finland,"Ylä-Pihlaja, Virolahti, Kymenlaakso",B,call,Eetu Paljakka,2025-03-17,1:03,https://xeno-canto.org/981010,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC977573,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Träslövsläge, Varberg Municipality, Hallands län",B,call,David Darrell-Lambert,2023-09-03,0:28,https://xeno-canto.org/977573,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC977572,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Träslövsläge, Varberg Municipality, Hallands län",B,call,David Darrell-Lambert,2023-09-03,0:29,https://xeno-canto.org/977572,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC976916,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Norway,"Helgøya, Ringsaker, Hedmark",B,song,Elias A. Ryberg,2025-02-28,1:33,https://xeno-canto.org/976916,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC976240,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Slovakia,"Pri Sandbergu (near  Bratislava), Bratislava IV, Bratislavský kraj",B,call,Vladimír Nemček,2025-02-26,0:27,https://xeno-canto.org/976240,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC975000,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Xian Shan, Hangzhou, Zhejiang",B,call,Ray Tsu 诸仁,2025-01-28,0:24,https://xeno-canto.org/975000,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC973828,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Thailand,"Ban Ta Mui Rapids, Khong Chiam District, Ubon Ratchathani",B,call,Greg Irving,2025-02-17,0:46,https://xeno-canto.org/973828,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC973124,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Thailand,"Prang Ku Suan Daeng, Ban Mai Chaiyaphot District, Buri Ram",B,call,Greg Irving,2025-02-13,2:16,https://xeno-canto.org/973124,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC972332,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Switzerland,"Le Pâquier, District de la Gruyère, Fribourg",B,call,Le Louaver Manuel,2025-02-09,0:12,https://xeno-canto.org/972332,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC964942,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Turkey,"Aktepe, Avanos, Nevşehir",B,call,András Schmidt,2010-06-26,0:40,https://xeno-canto.org/964942,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC961567,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,Lyujia Da,B,"call, song",Lucas-Chen,2025-01-16,0:28,https://xeno-canto.org/961567,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC960842,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Estonia,"Järveküla, Tarvastu Parish, Viljandi maakond",B,call,Uku Paal,2024-12-27,0:12,https://xeno-canto.org/960842,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC959240,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Turkey,"Aktepe (near  Avanos), Avanos, Nevşehir",B,call,Filippo Ceccolini,2025-01-02,0:05,https://xeno-canto.org/959240,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC957928,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Gedüngtes Ried, Schemmerhofen, Biberach, Baden-Württemberg",B,call,Working group for animal ecology and planning Ltd.,2024-10-06,0:14,https://xeno-canto.org/957928,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC957927,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Gedüngtes Ried, Schemmerhofen, Biberach, Baden-Württemberg",B,call,Working group for animal ecology and planning Ltd.,2024-10-05,0:29,https://xeno-canto.org/957927,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC957926,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Gedüngtes Ried, Schemmerhofen, Biberach, Baden-Württemberg",B,call,Working group for animal ecology and planning Ltd.,2024-07-27,0:21,https://xeno-canto.org/957926,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC956768,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Gedüngtes Ried, Schemmerhofen, Biberach, Baden-Württemberg",B,call,Johannes Dag Mayer,2024-07-27,0:43,https://xeno-canto.org/956768,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC956234,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Gedüngtes Ried, Schemmerhofen, Biberach, Baden-Württemberg",B,call,Johannes Dag Mayer,2024-07-26,0:03,https://xeno-canto.org/956234,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC952993,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Hungary,Hortobagy National Park,B,"call, flight call",Romuald Mikusek,2024-10-12,0:18,https://xeno-canto.org/952993,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC949987,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Olympic Forest Park, Beijing",B,call,Ding Li Yong,2024-11-17,0:53,https://xeno-canto.org/949987,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC949509,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Tierra de Cantalapiedra (near  Tarazona de Guareña), Salamanca, Castile and León",B,"alarm call, call",João Tomás,2024-11-17,0:14,https://xeno-canto.org/949509,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC948614,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Taiwan,"Nanmen (near  Taichung), South District, Taichung City",B,,Yiting liao,2024-11-13,1:19,https://xeno-canto.org/948614,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC947260,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Belgium,"Arrondissement Antwerpen (near  Antwerp), Antwerp, Flanders",B,flight call,Tim Vochten,2024-10-17,0:05,https://xeno-canto.org/947260,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC947225,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Kiesgrube Thaining, Landsberg (near  Vilgertshofen), Upper Bavaria, Bavaria",B,"call, social call",Beatrix Saadi-Varchmin,2024-09-01,1:59,https://xeno-canto.org/947225,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC946984,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Województwo małopolskie",B,"call, song",Karol Łanocha,2024-11-09,0:20,https://xeno-canto.org/946984,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC946585,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Katowice Voivodeship (near  Katowice), Powiat Katowice, Województwo śląskie",B,call,Karol Łanocha,2024-11-05,0:22,https://xeno-canto.org/946585,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC944252,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Bempton, East Riding of Yorkshire, England",B,"call, flight call",Arjun Dutta,2024-06-10,1:23,https://xeno-canto.org/944252,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC944188,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Campo Charro (near  Santa Marta de Tormes), Salamanca, Castile and León",B,call,João Tomás,2024-11-01,0:23,https://xeno-canto.org/944188,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC940228,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Slovakia,"Bratislava, Bratislava IV, Bratislava Region",B,call,Vladimír Nemček,2024-10-13,0:49,https://xeno-canto.org/940228,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC938086,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Netherlands,"Berkel en Rodenrijs, Lansingerland, Zuid-Holland",B,call,Susanne Kuijpers,2024-10-06,0:45,https://xeno-canto.org/938086,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC937539,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Estonia,"Kallaste, Peipsiääre Parish, Tartu maakond",B,,Uku Paal,2024-09-30,0:02,https://xeno-canto.org/937539,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC936634,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Reserva Natural de Riet Vell, Ebro Delta, Catalunya",B,call,Sergi Carreras,2024-09-29,0:37,https://xeno-canto.org/936634,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC936174,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Norway,Straumsbukta SNI,B,"alarm call, call",Stein Ø. Nilsen,2024-09-25,1:28,https://xeno-canto.org/936174,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC933977,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Tierra de Molina (near  La Yunta), Guadalajara, Castile-La Mancha",B,call,Esperanza Poveda,2024-06-09,0:23,https://xeno-canto.org/933977,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC933405,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Tierra de Molina (near  La Yunta), Guadalajara, Castile-La Mancha",B,"call, song",Esperanza Poveda,2024-06-03,0:11,https://xeno-canto.org/933405,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC933404,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Tierra de Molina (near  La Yunta), Guadalajara, Castile-La Mancha",B,call,Esperanza Poveda,2024-06-03,1:16,https://xeno-canto.org/933404,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC933403,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Tierra de Molina (near  La Yunta), Guadalajara, Castile-La Mancha",B,call,Esperanza Poveda,2024-06-03,1:15,https://xeno-canto.org/933403,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC932626,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Rydzyna (near  Rydzyna), Leszno County, Greater Poland Voivodeship",B,call,Grzegorz Lorek,2024-08-04,0:16,https://xeno-canto.org/932626,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC930216,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,Welney WWT,B,call,Arjun Dutta,2022-02-10,0:32,https://xeno-canto.org/930216,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC930215,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Bempton, East Riding of Yorkshire, England",B,call,Arjun Dutta,2023-06-10,0:22,https://xeno-canto.org/930215,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC930214,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Bempton, East Riding of Yorkshire, England",B,"call, flight call",Arjun Dutta,2023-06-10,0:07,https://xeno-canto.org/930214,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC924919,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Kunming, Yunnan",B,uncertain,Lim Ying Hien,2024-07-24,0:03,https://xeno-canto.org/924919,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC924916,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Montpellier, Hérault, Occitanie",B,call,Thierry THOMAS,2024-08-04,0:28,https://xeno-canto.org/924916,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC924562,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Hungary,"Dévaványa, Szeghalom Subregion, Békés County",B,call,Grzegorz Lorek,2024-07-13,1:03,https://xeno-canto.org/924562,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC917560,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Lypytsi, Mykolaivs'kyi district, Lviv Oblast",B,call,Rostyslav Romanyshyn,2024-05-14,0:27,https://xeno-canto.org/917560,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC916374,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Hongyuan area, Sichuan",B,call,Peter Boesman,2024-05-27,0:13,https://xeno-canto.org/916374,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC915230,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"El Cerrato (near  Castrillo de Don Juan), Palencia, Castile and León",B,call,João Tomás,2024-06-20,0:02,https://xeno-canto.org/915230,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC915229,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"El Cerrato (near  Castrillo de Don Juan), Palencia, Castile and León",B,"alarm call, call",João Tomás,2024-06-20,1:05,https://xeno-canto.org/915229,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC912984,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Arrondissement d'Arles (near  Arles), Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",B,call,PAULUS,2024-06-07,0:36,https://xeno-canto.org/912984,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC912979,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Arrondissement d'Arles (near  Arles), Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",B,call,PAULUS,2024-06-11,0:51,https://xeno-canto.org/912979,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC911644,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Thailand,"สวนจากภูผาสู่มหานที (near  Bangkok), Chatuchak, Bangkok",B,call,Sam Hambly,2024-06-09,1:10,https://xeno-canto.org/911644,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC910099,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Norway,Straumsbukta SNI,B,song,Stein Ø. Nilsen,2024-05-23,0:18,https://xeno-canto.org/910099,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC907706,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Liaohe Park, Siping, Jilin",B,call,Dave GUO,2024-05-18,0:26,https://xeno-canto.org/907706,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC902421,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Ottenby, Mörbylånga Municipality, Kalmar län",B,"alarm call, call, song",Jochem verweij,2024-05-12,0:21,https://xeno-canto.org/902421,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC900352,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Estonia,"Järveküla, Viljandi Parish, Viljandi maakond",B,call,Uku Paal,2024-05-01,0:05,https://xeno-canto.org/900352,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC899508,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Great Britain (near  Hexham), Northumberland, England",B,song,Jim Lloyd,2024-05-01,0:45,https://xeno-canto.org/899508,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC897809,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Arrondissement de Châtellerault (near  Port-de-Piles), Vienne, Nouvelle-Aquitaine",B,call,Raphaël Bussière,2024-04-20,0:01,https://xeno-canto.org/897809,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
